id,Usage,prediction_list
000310.jpg,Public,"[['person', 1.0, 270, 122, 352, 374], ['person', 1.0, 167, 103, 277, 375], ['person', 1.0, 54, 163, 90, 240], ['person', 1.0, 118, 146, 135, 162]]"
000313.jpg,Public,"[['car', 1.0, 7, 193, 81, 233], ['car', 1.0, 74, 194, 140, 235], ['car', 1.0, 136, 196, 196, 236], ['car', 1.0, 208, 199, 259, 238], ['car', 1.0, 281, 199, 330, 239], ['car', 1.0, 360, 202, 419, 245], ['car', 1.0, 422, 203, 493, 247]]"
000314.jpg,Private,"[['sofa', 1.0, 355, 171, 500, 330], ['chair', 1.0, 212, 178, 298, 293], ['chair', 1.0, 199, 124, 226, 142], ['chair', 1.0, 256, 142, 292, 199], ['chair', 1.0, 273, 126, 293, 149], ['chair', 1.0, 288, 132, 315, 202], ['chair', 1.0, 194, 135, 245, 206], ['chair', 1.0, 181, 128, 200, 200], ['diningtable', 1.0, 196, 134, 308, 210]]"
000315.jpg,Public,"[['person', 1.0, 51, 195, 324, 500], ['person', 1.0, 2, 133, 112, 500], ['person', 1.0, 284, 99, 375, 500]]"
000318.jpg,Private,"[['car', 1.0, 322, 79, 436, 167], ['car', 1.0, 201, 81, 301, 143]]"
000321.jpg,Private,"[['person', 1.0, 44, 167, 249, 458]]"
000322.jpg,Public,"[['person', 1.0, 13, 2, 469, 332]]"
000323.jpg,Public,"[['person', 1.0, 277, 3, 500, 375], ['person', 1.0, 12, 3, 305, 375]]"
000326.jpg,Public,"[['bird', 1.0, 189, 98, 295, 236]]"
000327.jpg,Public,"[['bottle', 1.0, 305, 27, 333, 127], ['diningtable', 1.0, 1, 89, 500, 375], ['chair', 1.0, 204, 31, 281, 92], ['chair', 1.0, 397, 58, 458, 138], ['chair', 1.0, 465, 96, 500, 199], ['chair', 1.0, 37, 56, 73, 92], ['chair', 1.0, 1, 89, 53, 204]]"
000328.jpg,Private,"[['horse', 1.0, 58, 147, 257, 265], ['horse', 1.0, 1, 109, 50, 229], ['horse', 1.0, 305, 98, 440, 236], ['horse', 1.0, 281, 133, 316, 204], ['person', 1.0, 116, 62, 174, 226], ['person', 1.0, 170, 83, 209, 148], ['person', 1.0, 362, 70, 414, 204], ['person', 1.0, 281, 94, 327, 180]]"
000330.jpg,Public,"[['person', 1.0, 188, 46, 304, 208], ['horse', 1.0, 82, 53, 388, 333]]"
000333.jpg,Public,"[['train', 1.0, 1, 39, 367, 270]]"
000336.jpg,Private,"[['dog', 1.0, 4, 7, 472, 426]]"
000338.jpg,Public,"[['person', 1.0, 197, 91, 216, 116], ['car', 1.0, 82, 73, 384, 203]]"
000339.jpg,Public,"[['chair', 1.0, 1, 6, 235, 230], ['person', 1.0, 2, 110, 214, 372], ['person', 1.0, 208, 184, 302, 373], ['person', 1.0, 301, 90, 472, 358], ['person', 1.0, 362, 174, 500, 375]]"
000340.jpg,Private,"[['bird', 1.0, 334, 131, 447, 363], ['bird', 1.0, 72, 38, 186, 255]]"
000341.jpg,Public,"[['bus', 1.0, 313, 113, 393, 200], ['person', 1.0, 429, 158, 441, 192], ['person', 1.0, 412, 154, 430, 190], ['car', 1.0, 383, 199, 500, 297], ['car', 1.0, 193, 137, 312, 222], ['car', 1.0, 48, 148, 177, 215], ['car', 1.0, 1, 204, 102, 337]]"
000342.jpg,Public,"[['tvmonitor', 1.0, 2, 97, 427, 341], ['person', 1.0, 95, 136, 328, 319]]"
000343.jpg,Private,"[['car', 1.0, 25, 74, 489, 323]]"
000345.jpg,Public,"[['cow', 1.0, 249, 119, 499, 280]]"
000346.jpg,Private,"[['bottle', 1.0, 124, 107, 230, 343], ['person', 1.0, 137, 78, 497, 375], ['person', 1.0, 89, 202, 129, 247], ['person', 1.0, 72, 209, 111, 259]]"
000348.jpg,Public,"[['person', 1.0, 213, 102, 281, 324], ['person', 1.0, 266, 111, 322, 265], ['person', 1.0, 307, 128, 334, 181], ['motorbike', 1.0, 101, 144, 382, 306]]"
000350.jpg,Public,"[['boat', 1.0, 101, 141, 121, 171], ['boat', 1.0, 105, 162, 176, 190], ['boat', 1.0, 167, 145, 247, 189]]"
000353.jpg,Private,"[['motorbike', 1.0, 79, 29, 441, 356], ['motorbike', 1.0, 44, 45, 96, 78], ['motorbike', 1.0, 117, 55, 149, 84]]"
000354.jpg,Private,"[['cat', 1.0, 153, 116, 356, 375]]"
000356.jpg,Public,"[['person', 1.0, 86, 116, 251, 322], ['horse', 1.0, 122, 170, 218, 480]]"
000362.jpg,Public,"[['dog', 1.0, 163, 26, 287, 267]]"
000363.jpg,Public,"[['bird', 1.0, 59, 15, 220, 239], ['bird', 1.0, 161, 122, 500, 333]]"
000366.jpg,Private,"[['diningtable', 1.0, 79, 174, 266, 486], ['chair', 1.0, 16, 185, 115, 411], ['chair', 1.0, 242, 206, 371, 431]]"
000369.jpg,Public,"[['bottle', 1.0, 181, 259, 216, 375], ['diningtable', 1.0, 26, 275, 468, 375], ['person', 1.0, 96, 89, 429, 277], ['person', 1.0, 231, 91, 500, 375], ['person', 1.0, 1, 92, 120, 375]]"
000371.jpg,Private,"[['boat', 1.0, 248, 179, 406, 248]]"
000373.jpg,Public,"[['car', 1.0, 19, 343, 319, 453]]"
000374.jpg,Public,"[['motorbike', 1.0, 48, 85, 499, 374], ['person', 1.0, 125, 2, 316, 344], ['person', 1.0, 44, 4, 128, 167], ['person', 1.0, 315, 31, 352, 112], ['person', 1.0, 295, 35, 320, 115], ['person', 1.0, 217, 40, 248, 84], ['person', 1.0, 21, 43, 51, 127], ['person', 1.0, 471, 36, 497, 126], ['person', 1.0, 447, 36, 472, 117], ['person', 1.0, 361, 41, 374, 103]]"
000381.jpg,Public,"[['diningtable', 1.0, 6, 184, 375, 500], ['chair', 1.0, 79, 157, 144, 266], ['chair', 1.0, 1, 199, 80, 353], ['chair', 1.0, 1, 382, 111, 499], ['bottle', 1.0, 155, 8, 174, 37]]"
000383.jpg,Private,"[['bird', 1.0, 64, 46, 398, 374], ['bird', 1.0, 2, 15, 144, 350]]"
000388.jpg,Private,"[['person', 1.0, 2, 125, 175, 497], ['person', 1.0, 138, 6, 329, 500]]"
000389.jpg,Public,"[['pottedplant', 1.0, 76, 207, 118, 269], ['pottedplant', 1.0, 7, 256, 194, 434]]"
000390.jpg,Public,"[['car', 1.0, 8, 64, 492, 401]]"
000393.jpg,Public,"[['person', 1.0, 235, 51, 309, 222], ['horse', 1.0, 157, 106, 426, 294]]"
000397.jpg,Private,"[['tvmonitor', 1.0, 142, 206, 213, 261], ['chair', 1.0, 271, 192, 313, 273], ['chair', 1.0, 347, 266, 374, 359], ['chair', 1.0, 3, 431, 97, 500], ['pottedplant', 1.0, 32, 186, 64, 249], ['pottedplant', 1.0, 1, 153, 37, 249]]"
000398.jpg,Private,"[['train', 1.0, 78, 1, 396, 417]]"
000399.jpg,Public,"[['bicycle', 1.0, 23, 15, 479, 296]]"
000401.jpg,Public,"[['cat', 1.0, 215, 156, 485, 375], ['cat', 1.0, 1, 113, 202, 259]]"
000402.jpg,Private,"[['car', 1.0, 12, 184, 393, 324], ['car', 1.0, 421, 165, 467, 199], ['car', 1.0, 2, 160, 119, 224]]"
000403.jpg,Public,"[['cat', 1.0, 157, 90, 486, 372]]"
000409.jpg,Public,"[['person', 1.0, 44, 19, 332, 290]]"
000412.jpg,Public,"[['horse', 1.0, 66, 127, 366, 333], ['horse', 1.0, 57, 100, 395, 316]]"
000413.jpg,Private,"[['person', 1.0, 139, 149, 270, 344], ['person', 1.0, 68, 288, 128, 375], ['person', 1.0, 1, 209, 73, 375], ['horse', 1.0, 159, 6, 443, 364], ['person', 1.0, 293, 171, 469, 375], ['person', 1.0, 149, 266, 329, 375], ['person', 1.0, 125, 304, 171, 368]]"
000414.jpg,Public,"[['tvmonitor', 1.0, 58, 56, 242, 234], ['person', 1.0, 118, 88, 206, 187], ['bottle', 1.0, 263, 100, 300, 215]]"
000415.jpg,Private,"[['car', 1.0, 12, 105, 490, 279]]"
000417.jpg,Public,"[['cow', 1.0, 174, 82, 369, 375]]"
000418.jpg,Public,"[['aeroplane', 1.0, 2, 40, 458, 374]]"
000419.jpg,Private,"[['motorbike', 1.0, 23, 39, 486, 322], ['person', 1.0, 2, 16, 41, 221], ['person', 1.0, 61, 1, 109, 62], ['person', 1.0, 459, 2, 500, 174]]"
000421.jpg,Private,"[['tvmonitor', 1.0, 2, 53, 192, 248], ['person', 1.0, 292, 18, 500, 375]]"
000422.jpg,Private,"[['dog', 1.0, 10, 16, 500, 446], ['dog', 1.0, 118, 187, 242, 380], ['person', 1.0, 1, 1, 95, 322], ['person', 1.0, 293, 2, 500, 434]]"
000424.jpg,Public,"[['bird', 1.0, 65, 159, 134, 216], ['bird', 1.0, 189, 197, 284, 254], ['bird', 1.0, 327, 209, 401, 252], ['bird', 1.0, 411, 177, 486, 227]]"
000427.jpg,Public,"[['motorbike', 1.0, 39, 24, 386, 275]]"
000432.jpg,Private,"[['cow', 1.0, 220, 202, 275, 239], ['cow', 1.0, 316, 203, 376, 239]]"
000437.jpg,Public,"[['person', 1.0, 324, 96, 380, 231], ['person', 1.0, 97, 142, 139, 219]]"
000439.jpg,Private,"[['train', 1.0, 1, 168, 308, 209]]"
000441.jpg,Private,"[['train', 1.0, 161, 103, 315, 248]]"
000443.jpg,Private,"[['person', 1.0, 12, 18, 107, 318], ['dog', 1.0, 176, 117, 327, 268]]"
000444.jpg,Private,"[['boat', 1.0, 2, 2, 332, 325], ['person', 1.0, 106, 210, 204, 291]]"
000445.jpg,Public,"[['horse', 1.0, 266, 86, 475, 252], ['horse', 1.0, 135, 70, 318, 255], ['horse', 1.0, 1, 68, 173, 268], ['person', 1.0, 38, 46, 128, 154], ['person', 1.0, 125, 43, 188, 101], ['person', 1.0, 192, 48, 263, 150], ['person', 1.0, 334, 70, 414, 157]]"
000448.jpg,Private,"[['diningtable', 1.0, 123, 129, 465, 375], ['person', 1.0, 229, 57, 314, 167], ['person', 1.0, 171, 85, 221, 152], ['person', 1.0, 88, 71, 142, 112], ['person', 1.0, 11, 124, 190, 375], ['person', 1.0, 47, 92, 225, 286], ['person', 1.0, 5, 72, 51, 182], ['person', 1.0, 251, 65, 357, 188], ['person', 1.0, 335, 81, 422, 217], ['person', 1.0, 345, 107, 500, 338], ['person', 1.0, 279, 226, 433, 375]]"
000449.jpg,Public,"[['boat', 1.0, 1, 1, 500, 298], ['person', 1.0, 416, 61, 480, 193], ['person', 1.0, 295, 143, 340, 196], ['person', 1.0, 210, 118, 306, 208], ['person', 1.0, 129, 94, 199, 209]]"
000452.jpg,Public,"[['sofa', 1.0, 50, 121, 295, 338], ['chair', 1.0, 474, 140, 500, 284]]"
000453.jpg,Private,"[['person', 1.0, 267, 139, 305, 181], ['car', 1.0, 9, 121, 483, 294]]"
000455.jpg,Public,"[['person', 1.0, 213, 35, 302, 212], ['horse', 1.0, 125, 79, 500, 306]]"
000456.jpg,Private,"[['bus', 1.0, 92, 43, 425, 303], ['person', 1.0, 121, 117, 174, 160]]"
000457.jpg,Public,"[['person', 1.0, 1, 99, 304, 500]]"
000458.jpg,Public,"[['sheep', 1.0, 107, 125, 384, 325], ['person', 1.0, 201, 39, 388, 337], ['person', 1.0, 1, 1, 80, 348], ['person', 1.0, 34, 1, 120, 234], ['sheep', 1.0, 177, 1, 307, 36]]"
000459.jpg,Private,"[['chair', 1.0, 117, 25, 290, 114], ['diningtable', 1.0, 26, 86, 500, 332]]"
000460.jpg,Public,"[['chair', 1.0, 259, 67, 471, 372]]"
000461.jpg,Public,"[['car', 1.0, 9, 100, 323, 231]]"
000465.jpg,Private,"[['car', 1.0, 1, 134, 500, 316]]"
000467.jpg,Public,"[['motorbike', 1.0, 487, 131, 500, 158], ['motorbike', 1.0, 370, 123, 472, 176], ['motorbike', 1.0, 291, 129, 349, 205], ['motorbike', 1.0, 217, 148, 284, 229], ['motorbike', 1.0, 189, 150, 235, 215], ['motorbike', 1.0, 87, 141, 168, 265], ['person', 1.0, 404, 72, 455, 152], ['person', 1.0, 295, 81, 362, 186], ['person', 1.0, 208, 80, 288, 211], ['person', 1.0, 184, 79, 245, 199], ['person', 1.0, 89, 84, 177, 233]]"
000471.jpg,Public,"[['car', 1.0, 40, 71, 463, 321]]"
000472.jpg,Private,"[['bird', 1.0, 1, 49, 445, 375]]"
000473.jpg,Public,"[['aeroplane', 1.0, 415, 120, 460, 153]]"
000475.jpg,Private,"[['sheep', 1.0, 213, 153, 343, 259], ['horse', 1.0, 328, 85, 363, 133], ['horse', 1.0, 365, 82, 400, 131], ['sheep', 1.0, 1, 101, 25, 160]]"
000478.jpg,Private,"[['dog', 1.0, 180, 96, 454, 243]]"
000479.jpg,Private,"[['person', 1.0, 34, 2, 374, 500]]"
000482.jpg,Private,"[['train', 1.0, 362, 129, 500, 254], ['train', 1.0, 1, 54, 313, 330], ['person', 1.0, 33, 103, 58, 137]]"
000483.jpg,Private,"[['horse', 1.0, 122, 94, 284, 437], ['person', 1.0, 167, 44, 255, 289]]"
000485.jpg,Public,"[['person', 1.0, 10, 112, 475, 333], ['motorbike', 1.0, 233, 86, 443, 267], ['motorbike', 1.0, 94, 149, 183, 242]]"
000486.jpg,Private,"[['cat', 1.0, 34, 25, 337, 404]]"
000490.jpg,Private,"[['sofa', 1.0, 251, 206, 497, 331], ['person', 1.0, 100, 77, 184, 281], ['person', 1.0, 130, 74, 250, 319], ['person', 1.0, 252, 191, 339, 284], ['person', 1.0, 245, 121, 500, 333], ['dog', 1.0, 4, 246, 79, 312]]"
000493.jpg,Public,"[['person', 1.0, 28, 61, 158, 341], ['person', 1.0, 138, 83, 221, 341], ['person', 1.0, 210, 71, 306, 341], ['person', 1.0, 295, 36, 400, 341], ['person', 1.0, 347, 25, 472, 341]]"
000494.jpg,Public,"[['car', 1.0, 1, 58, 369, 458]]"
000495.jpg,Public,"[['bird', 1.0, 104, 16, 400, 266]]"
000497.jpg,Private,"[['motorbike', 1.0, 6, 203, 418, 472], ['person', 1.0, 157, 170, 298, 462], ['person', 1.0, 340, 178, 389, 258], ['person', 1.0, 399, 238, 423, 305], ['person', 1.0, 439, 220, 468, 302]]"
000498.jpg,Public,"[['bottle', 1.0, 6, 5, 176, 203], ['person', 1.0, 114, 256, 201, 496]]"
000499.jpg,Private,"[['person', 1.0, 230, 68, 374, 291], ['motorbike', 1.0, 140, 138, 429, 322]]"
000501.jpg,Public,"[['dog', 1.0, 22, 22, 349, 492]]"
000502.jpg,Private,"[['person', 1.0, 1, 1, 500, 357]]"
000504.jpg,Public,"[['cow', 1.0, 341, 102, 500, 406], ['person', 1.0, 36, 34, 79, 123], ['person', 1.0, 2, 44, 36, 120], ['person', 1.0, 29, 42, 41, 64]]"
000505.jpg,Private,"[['car', 1.0, 197, 58, 398, 161], ['car', 1.0, 245, 79, 405, 204], ['car', 1.0, 158, 158, 386, 287]]"
000507.jpg,Private,"[['car', 1.0, 1, 135, 500, 375], ['person', 1.0, 187, 49, 295, 231], ['person', 1.0, 293, 91, 350, 220], ['person', 1.0, 284, 192, 397, 284], ['person', 1.0, 117, 154, 164, 219], ['person', 1.0, 160, 167, 199, 218], ['person', 1.0, 61, 156, 124, 263], ['person', 1.0, 16, 168, 78, 270], ['person', 1.0, 71, 101, 126, 201], ['person', 1.0, 409, 181, 488, 284], ['person', 1.0, 389, 185, 412, 216], ['person', 1.0, 11, 131, 42, 200], ['person', 1.0, 2, 139, 22, 174], ['person', 1.0, 1, 214, 18, 284], ['person', 1.0, 264, 158, 305, 207]]"
000509.jpg,Private,"[['car', 1.0, 1, 2, 468, 375]]"
000510.jpg,Public,"[['chair', 1.0, 141, 235, 185, 272], ['chair', 1.0, 234, 235, 275, 271], ['chair', 1.0, 316, 239, 353, 281], ['chair', 1.0, 359, 249, 386, 375], ['chair', 1.0, 44, 244, 130, 371], ['chair', 1.0, 58, 259, 162, 375], ['chair', 1.0, 157, 271, 249, 375], ['chair', 1.0, 259, 266, 373, 375], ['diningtable', 1.0, 109, 268, 322, 375]]"
000511.jpg,Public,"[['train', 1.0, 109, 143, 284, 225]]"
000512.jpg,Public,"[['bus', 1.0, 20, 79, 423, 357]]"
000514.jpg,Private,"[['aeroplane', 1.0, 36, 1, 500, 374]]"
000520.jpg,Private,"[['person', 1.0, 74, 79, 334, 451]]"
000521.jpg,Public,"[['aeroplane', 1.0, 247, 125, 327, 250]]"
000529.jpg,Public,"[['boat', 1.0, 290, 143, 500, 250], ['car', 1.0, 422, 237, 461, 255]]"
000530.jpg,Public,"[['person', 1.0, 1, 113, 183, 408], ['person', 1.0, 61, 111, 324, 476], ['person', 1.0, 159, 61, 217, 168], ['person', 1.0, 315, 97, 332, 155], ['sofa', 1.0, 37, 171, 332, 471]]"
000532.jpg,Public,"[['motorbike', 1.0, 202, 159, 357, 331], ['motorbike', 1.0, 282, 123, 433, 288], ['person', 1.0, 185, 92, 357, 316], ['person', 1.0, 266, 54, 417, 259]]"
000534.jpg,Public,"[['person', 1.0, 3, 15, 463, 500]]"
000538.jpg,Public,"[['boat', 1.0, 419, 186, 500, 234], ['person', 1.0, 383, 185, 401, 213], ['person', 1.0, 71, 128, 116, 274]]"
000540.jpg,Private,"[['train', 1.0, 135, 93, 321, 298]]"
000543.jpg,Private,"[['car', 1.0, 22, 86, 433, 344], ['car', 1.0, 23, 96, 91, 146], ['car', 1.0, 298, 87, 500, 243]]"
000545.jpg,Public,"[['person', 1.0, 148, 146, 269, 500], ['person', 1.0, 287, 173, 330, 250], ['person', 1.0, 315, 172, 336, 249], ['person', 1.0, 144, 174, 171, 244], ['person', 1.0, 123, 174, 136, 200], ['person', 1.0, 50, 174, 63, 206], ['car', 1.0, 103, 178, 129, 196]]"
000546.jpg,Private,"[['dog', 1.0, 1, 138, 290, 372], ['person', 1.0, 285, 56, 479, 359]]"
000547.jpg,Private,"[['chair', 1.0, 313, 294, 360, 373], ['chair', 1.0, 163, 303, 216, 353], ['chair', 1.0, 230, 298, 285, 346], ['chair', 1.0, 158, 252, 201, 312], ['chair', 1.0, 307, 218, 340, 286], ['chair', 1.0, 341, 246, 373, 302], ['chair', 1.0, 259, 387, 308, 475], ['chair', 1.0, 207, 438, 260, 495], ['chair', 1.0, 147, 398, 201, 473], ['chair', 1.0, 160, 339, 208, 410], ['diningtable', 1.0, 183, 365, 283, 443], ['diningtable', 1.0, 186, 255, 265, 304], ['person', 1.0, 255, 232, 294, 287], ['person', 1.0, 199, 218, 238, 263], ['chair', 1.0, 301, 171, 336, 223], ['chair', 1.0, 48, 297, 91, 369], ['chair', 1.0, 22, 418, 80, 495], ['person', 1.0, 1, 399, 49, 478], ['person', 1.0, 25, 362, 64, 422], ['person', 1.0, 32, 314, 69, 373], ['person', 1.0, 83, 156, 121, 249], ['diningtable', 1.0, 28, 185, 80, 235], ['diningtable', 1.0, 1, 295, 49, 468], ['diningtable', 1.0, 337, 219, 375, 263], ['diningtable', 1.0, 326, 172, 375, 206], ['diningtable', 1.0, 116, 90, 157, 127]]"
000551.jpg,Public,"[['dog', 1.0, 288, 143, 497, 330], ['dog', 1.0, 2, 184, 312, 378], ['dog', 1.0, 74, 12, 294, 209]]"
000553.jpg,Public,"[['motorbike', 1.0, 40, 51, 428, 349]]"
000556.jpg,Private,"[['train', 1.0, 75, 101, 358, 302]]"
000557.jpg,Public,"[['bird', 1.0, 51, 138, 167, 213]]"
000561.jpg,Private,"[['bird', 1.0, 145, 167, 311, 491], ['bird', 1.0, 37, 27, 177, 412]]"
000563.jpg,Private,"[['boat', 1.0, 164, 165, 450, 210]]"
000564.jpg,Public,"[['diningtable', 1.0, 86, 150, 500, 333], ['bottle', 1.0, 30, 89, 47, 113], ['bottle', 1.0, 43, 106, 58, 147], ['bottle', 1.0, 6, 103, 19, 142], ['chair', 1.0, 162, 129, 224, 185], ['chair', 1.0, 256, 122, 312, 173], ['chair', 1.0, 432, 116, 495, 178], ['chair', 1.0, 366, 149, 479, 333], ['chair', 1.0, 231, 163, 392, 333], ['chair', 1.0, 1, 165, 162, 333]]"
000566.jpg,Public,"[['person', 1.0, 16, 29, 315, 333]]"
000567.jpg,Public,"[['bicycle', 1.0, 189, 234, 294, 375], ['person', 1.0, 144, 63, 312, 362]]"
000568.jpg,Private,"[['bird', 1.0, 95, 53, 380, 262]]"
000569.jpg,Private,"[['bird', 1.0, 40, 34, 412, 348]]"
000571.jpg,Public,"[['tvmonitor', 1.0, 174, 189, 282, 298], ['tvmonitor', 1.0, 92, 207, 146, 278], ['tvmonitor', 1.0, 222, 285, 345, 398], ['tvmonitor', 1.0, 368, 154, 397, 204], ['tvmonitor', 1.0, 329, 139, 357, 177], ['tvmonitor', 1.0, 300, 132, 330, 170], ['tvmonitor', 1.0, 264, 130, 288, 156], ['tvmonitor', 1.0, 219, 132, 235, 150], ['tvmonitor', 1.0, 238, 129, 253, 150]]"
000572.jpg,Private,"[['bicycle', 1.0, 1, 178, 235, 331], ['bicycle', 1.0, 8, 134, 226, 297]]"
000573.jpg,Public,"[['chair', 1.0, 343, 133, 500, 243], ['chair', 1.0, 5, 69, 137, 220]]"
000574.jpg,Private,"[['sheep', 1.0, 160, 208, 354, 355], ['sheep', 1.0, 243, 291, 313, 341]]"
000576.jpg,Private,"[['boat', 1.0, 253, 106, 471, 312]]"
000581.jpg,Private,"[['sheep', 1.0, 140, 184, 272, 292]]"
000582.jpg,Private,"[['dog', 1.0, 1, 1, 373, 411]]"
000584.jpg,Public,"[['bicycle', 1.0, 31, 74, 369, 346], ['sofa', 1.0, 344, 207, 500, 374]]"
000585.jpg,Public,"[['car', 1.0, 2, 11, 494, 332], ['car', 1.0, 1, 4, 173, 131]]"
000586.jpg,Public,"[['car', 1.0, 166, 341, 292, 444], ['person', 1.0, 104, 334, 141, 454]]"
000587.jpg,Private,"[['diningtable', 1.0, 183, 254, 500, 375], ['person', 1.0, 281, 117, 444, 266], ['person', 1.0, 209, 153, 328, 269], ['person', 1.0, 187, 168, 268, 273], ['person', 1.0, 23, 151, 212, 375], ['bottle', 1.0, 348, 255, 433, 375]]"
000588.jpg,Public,"[['sheep', 1.0, 264, 292, 320, 337], ['sheep', 1.0, 245, 275, 286, 313], ['sheep', 1.0, 264, 263, 291, 289], ['sheep', 1.0, 309, 264, 334, 302], ['sheep', 1.0, 162, 283, 187, 316], ['sheep', 1.0, 142, 268, 173, 291], ['sheep', 1.0, 1, 288, 21, 318]]"
000591.jpg,Private,"[['person', 1.0, 2, 192, 32, 265], ['person', 1.0, 20, 185, 68, 250], ['person', 1.0, 48, 190, 76, 252], ['person', 1.0, 75, 191, 100, 280], ['person', 1.0, 108, 179, 143, 250], ['person', 1.0, 473, 199, 489, 234], ['chair', 1.0, 174, 197, 197, 238], ['chair', 1.0, 153, 193, 180, 239], ['chair', 1.0, 227, 195, 245, 234], ['diningtable', 1.0, 188, 202, 220, 238]]"
000593.jpg,Private,"[['car', 1.0, 1, 100, 21, 271], ['car', 1.0, 78, 74, 382, 258], ['car', 1.0, 238, 85, 298, 116], ['car', 1.0, 270, 63, 500, 228]]"
000595.jpg,Public,"[['chair', 1.0, 367, 167, 434, 223], ['chair', 1.0, 299, 153, 348, 199], ['chair', 1.0, 162, 150, 220, 187], ['chair', 1.0, 147, 180, 218, 354], ['chair', 1.0, 203, 211, 336, 374], ['chair', 1.0, 369, 227, 500, 375], ['diningtable', 1.0, 143, 166, 483, 375]]"
000596.jpg,Private,"[['sheep', 1.0, 71, 288, 111, 315], ['sheep', 1.0, 117, 294, 135, 313]]"
000598.jpg,Private,"[['tvmonitor', 1.0, 291, 230, 419, 344], ['chair', 1.0, 173, 201, 259, 315], ['tvmonitor', 1.0, 87, 146, 154, 193]]"
000599.jpg,Private,"[['chair', 1.0, 30, 209, 243, 374], ['sofa', 1.0, 147, 159, 399, 298]]"
000602.jpg,Public,"[['person', 1.0, 270, 105, 500, 333], ['car', 1.0, 25, 141, 259, 331]]"
000603.jpg,Public,"[['sofa', 1.0, 47, 151, 417, 341]]"
000606.jpg,Private,"[['diningtable', 1.0, 144, 216, 500, 375], ['person', 1.0, 351, 71, 500, 269], ['person', 1.0, 151, 100, 281, 233], ['person', 1.0, 178, 68, 210, 117], ['person', 1.0, 26, 101, 220, 375], ['bottle', 1.0, 422, 207, 456, 299], ['pottedplant', 1.0, 45, 150, 61, 185]]"
000611.jpg,Private,"[['dog', 1.0, 209, 2, 500, 291], ['bottle', 1.0, 118, 70, 181, 297]]"
000615.jpg,Public,"[['sofa', 1.0, 2, 125, 282, 291], ['person', 1.0, 24, 29, 157, 301], ['person', 1.0, 336, 37, 489, 263]]"
000616.jpg,Public,"[['person', 1.0, 354, 150, 458, 414], ['horse', 1.0, 53, 99, 326, 408]]"
000617.jpg,Private,"[['diningtable', 1.0, 11, 85, 500, 375], ['person', 1.0, 353, 1, 500, 239]]"
000618.jpg,Public,"[['aeroplane', 1.0, 1, 35, 150, 212], ['aeroplane', 1.0, 124, 35, 489, 291]]"
000619.jpg,Public,"[['bird', 1.0, 143, 12, 459, 322]]"
000621.jpg,Private,"[['diningtable', 1.0, 417, 213, 500, 374], ['chair', 1.0, 458, 148, 500, 218], ['chair', 1.0, 352, 162, 448, 375], ['person', 1.0, 257, 163, 338, 311], ['person', 1.0, 146, 50, 245, 359]]"
000626.jpg,Public,"[['person', 1.0, 141, 23, 313, 298], ['tvmonitor', 1.0, 108, 35, 188, 146], ['tvmonitor', 1.0, 32, 44, 116, 128], ['tvmonitor', 1.0, 185, 32, 220, 105]]"
000628.jpg,Private,"[['car', 1.0, 126, 272, 376, 371], ['car', 1.0, 402, 266, 500, 361], ['car', 1.0, 1, 281, 77, 334], ['pottedplant', 1.0, 91, 253, 119, 299], ['person', 1.0, 320, 247, 348, 301]]"
000631.jpg,Private,"[['boat', 1.0, 198, 31, 420, 340], ['boat', 1.0, 68, 75, 259, 331]]"
000636.jpg,Public,"[['train', 1.0, 79, 96, 392, 300]]"
000637.jpg,Public,"[['bicycle', 1.0, 10, 2, 487, 373]]"
000638.jpg,Private,"[['person', 1.0, 52, 303, 324, 500], ['cat', 1.0, 1, 24, 355, 323]]"
000639.jpg,Private,"[['person', 1.0, 6, 92, 330, 500]]"
000641.jpg,Public,"[['chair', 1.0, 34, 30, 406, 375], ['person', 1.0, 138, 121, 285, 299]]"
000642.jpg,Private,"[['chair', 1.0, 2, 191, 426, 375], ['person', 1.0, 68, 13, 443, 375]]"
000643.jpg,Public,"[['motorbike', 1.0, 123, 240, 295, 375], ['person', 1.0, 161, 112, 251, 375], ['person', 1.0, 250, 157, 339, 375]]"
000644.jpg,Public,"[['tvmonitor', 1.0, 182, 78, 369, 246], ['person', 1.0, 219, 114, 328, 213]]"
000646.jpg,Public,"[['car', 1.0, 198, 25, 412, 102], ['car', 1.0, 394, 45, 500, 236], ['car', 1.0, 2, 32, 78, 231], ['car', 1.0, 58, 38, 449, 370]]"
000647.jpg,Public,"[['aeroplane', 1.0, 166, 69, 443, 234]]"
000649.jpg,Public,"[['car', 1.0, 16, 200, 253, 339], ['person', 1.0, 337, 167, 368, 212]]"
000651.jpg,Private,"[['cat', 1.0, 87, 4, 496, 373]]"
000653.jpg,Private,"[['car', 1.0, 432, 83, 500, 131], ['car', 1.0, 373, 83, 458, 135], ['car', 1.0, 311, 85, 408, 140], ['car', 1.0, 97, 89, 222, 120], ['car', 1.0, 1, 95, 106, 172], ['car', 1.0, 2, 94, 444, 312]]"
000655.jpg,Private,"[['person', 1.0, 199, 81, 359, 296], ['motorbike', 1.0, 100, 120, 426, 315]]"
000656.jpg,Public,"[['dog', 1.0, 230, 61, 447, 174]]"
000659.jpg,Public,"[['tvmonitor', 1.0, 99, 35, 341, 243], ['chair', 1.0, 1, 1, 500, 375]]"
